,artist,title,lastPos,rank,weeks,date
69,Metro Boomin Featuring 21 Savage,10 Freaky Girls,63,70,4,2018-12-08
70,6ix9ine Featuring A Boogie Wit da Hoodie,WAKA,0,71,1,2018-12-08
71,Trippie Redd Featuring Juice WRLD,1400 / 999 Freestyle,68,72,3,2018-12-08
72,French Montana Featuring Drake,No Stylist,66,73,10,2018-12-08
73,Dierks Bentley Featuring Brothers Osborne,Burning Man,69,74,6,2018-12-08
74,Tory Lanez & Rich The Kid,Talk To Me,72,75,5,2018-12-08
75,Pardison Fontaine Featuring Cardi B,Backin' It Up,65,76,7,2018-12-08
76,Camila Cabello,Consequences,82,77,4,2018-12-08
77,Bebe Rexha,I'm A Mess,59,78,20,2018-12-08
78,Chris Young,Hangin' On,67,79,13,2018-12-08
79,Tyga & Nicki Minaj,Dip,71,80,5,2018-12-08
80,Dustin Lynch,Good Girl,88,81,3,2018-12-08
81,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,73,82,7,2018-12-08
82,Billie Eilish & Khalid,Lovely,80,83,7,2018-12-08
83,Anuel AA & Romeo Santos,Ella Quiere Beber,79,84,4,2018-12-08
84,Lil Baby & Gunna Featuring Drake,Never Recover,70,85,8,2018-12-08
85,6ix9ine Featuring Anuel AA,BEBE,0,86,5,2018-12-08
86,Maren Morris,Rich,62,87,8,2018-12-08
87,Thomas Rhett,Sixteen,87,88,3,2018-12-08
88,Russell Dickerson,Blue Tacoma,77,89,15,2018-12-08
89,Jacquees,You,0,90,1,2018-12-08
90,Metro Boomin Featuring Gunna,Space Cadet,74,91,4,2018-12-08
91,Kip Moore,Last Shot,90,92,3,2018-12-08
92,Daniel Caesar Featuring H.E.R.,Best Part,83,93,19,2018-12-08
93,Jason Aldean,Girl Like You,99,94,2,2018-12-08
94,Metro Boomin Featuring 21 Savage,Don't Come Out The House,78,95,4,2018-12-08
95,Billie Eilish,Ocean Eyes,97,96,2,2018-12-08
96,Kanye West & Lil Pump,I Love It,75,97,12,2018-12-08
97,Lil Peep & XXXTENTACION,Falling Down,84,98,11,2018-12-08
98,Lil Mosey,Noticed,93,99,10,2018-12-08
99,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,98,100,2,2018-12-08
0,Ariana Grande,"Thank U, Next",1,1,3,2018-12-01
1,Travis Scott,Sicko Mode,2,2,16,2018-12-01
2,Marshmello & Bastille,Happier,3,3,14,2018-12-01
3,Halsey,Without Me,4,4,7,2018-12-01
4,Juice WRLD,Lucid Dreams,6,5,28,2018-12-01
5,Panic! At The Disco,High Hopes,8,6,16,2018-12-01
6,Sheck Wes,Mo Bamba,7,7,13,2018-12-01
7,Maroon 5 Featuring Cardi B,Girls Like You,5,8,26,2018-12-01
8,Lil Baby & Gunna,Drip Too Hard,10,9,10,2018-12-01
9,Kodak Black Featuring Travis Scott & Offset,ZEZE,9,10,6,2018-12-01
10,Post Malone,Better Now,11,11,30,2018-12-01
11,5 Seconds Of Summer,Youngblood,12,12,25,2018-12-01
12,Ariana Grande,Breathin,14,13,14,2018-12-01
13,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,17,14,10,2018-12-01
14,Ella Mai,Trip,18,15,16,2018-12-01
15,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),22,16,5,2018-12-01
16,"benny blanco, Halsey & Khalid",Eastside,21,17,19,2018-12-01
17,Bad Bunny Featuring Drake,MIA,19,18,6,2018-12-01
18,Khalid & Normani,Love Lies,20,19,40,2018-12-01
19,Imagine Dragons,Natural,13,20,18,2018-12-01
20,Cardi B,Money,25,21,5,2018-12-01
21,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,15,22,8,2018-12-01
22,Lady Gaga & Bradley Cooper,Shallow,24,23,8,2018-12-01
23,"Cardi B, Bad Bunny & J Balvin",I Like It,26,24,33,2018-12-01
24,Drake,In My Feelings,29,25,21,2018-12-01
25,Ariana Grande,God Is A Woman,23,26,19,2018-12-01
26,Tyga Featuring Offset,Taste,27,27,26,2018-12-01
27,Flipp Dinero,Leave Me Alone,37,28,10,2018-12-01
28,Mariah Carey,All I Want For Christmas Is You,0,29,25,2018-12-01
29,Bazzi Featuring Camila Cabello,Beautiful,32,30,16,2018-12-01
30,Lil Baby & Drake,Yes Indeed,30,31,28,2018-12-01
31,Drake,Nonstop,33,32,21,2018-12-01
32,Dan + Shay,Speechless,38,33,11,2018-12-01
33,Luke Combs,She Got The Best Of Me,35,34,15,2018-12-01
34,lovelytheband,Broken,31,35,19,2018-12-01
35,Dan + Shay,Tequila,36,36,37,2018-12-01
36,Lil Wayne,Uproar,34,37,8,2018-12-01
37,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,42,38,18,2018-12-01
38,XXXTENTACION,BAD!,16,39,2,2018-12-01
39,Kane Brown,Lose It,28,40,19,2018-12-01
40,Cardi B Featuring Kehlani,Ring,39,41,18,2018-12-01
41,Ella Mai,Boo'd Up,43,42,34,2018-12-01
42,Khalid,Better,51,43,10,2018-12-01
43,Lauv,I Like Me Better,41,44,41,2018-12-01
44,Post Malone Featuring Ty Dolla $ign,Psycho,48,45,39,2018-12-01
45,XXXTENTACION,Sad!,45,46,38,2018-12-01
46,Jimmie Allen,Best Shot,46,47,10,2018-12-01
47,NF,Lie,50,48,17,2018-12-01
48,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You,60,49,4,2018-12-01
49,Queen,Bohemian Rhapsody,40,50,44,2018-12-01
50,Meek Mill Featuring Jeremih & PnB Rock,Dangerous,57,51,14,2018-12-01
51,Billie Eilish,When The Party's Over,59,52,5,2018-12-01
52,Juice WRLD,Armed And Dangerous,44,53,2,2018-12-01
53,Shawn Mendes X Zedd,Lost In Japan,53,54,9,2018-12-01
54,Mitchell Tenpenny,Drunk Me,54,55,15,2018-12-01
55,Yella Beezy,That's On Me,61,56,17,2018-12-01
56,Lil Baby,Close Friends,58,57,7,2018-12-01
57,Lauren Daigle,You Say,64,58,19,2018-12-01
58,Bebe Rexha,I'm A Mess,47,59,19,2018-12-01
59,Lil' Duval Featuring Snoop Dogg & Ball Greezy,Smile (Living My Best Life),62,60,13,2018-12-01
60,Trippie Redd,Topanga,52,61,4,2018-12-01
61,Maren Morris,Rich,68,62,7,2018-12-01
62,Metro Boomin Featuring 21 Savage,10 Freaky Girls,56,63,3,2018-12-01
63,Future & Juice WRLD,Fine China,65,64,5,2018-12-01
64,Pardison Fontaine Featuring Cardi B,Backin' It Up,74,65,6,2018-12-01
65,French Montana Featuring Drake,No Stylist,69,66,9,2018-12-01
66,Chris Young,Hangin' On,67,67,12,2018-12-01
67,Trippie Redd Featuring Juice WRLD,1400 / 999 Freestyle,55,68,2,2018-12-01
68,Dierks Bentley Featuring Brothers Osborne,Burning Man,75,69,5,2018-12-01
69,Lil Baby & Gunna Featuring Drake,Never Recover,70,70,7,2018-12-01
70,Tyga & Nicki Minaj,Dip,78,71,4,2018-12-01
71,Tory Lanez & Rich The Kid,Talk To Me,80,72,4,2018-12-01
72,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,77,73,6,2018-12-01
73,Metro Boomin Featuring Gunna,Space Cadet,66,74,3,2018-12-01
74,Kanye West & Lil Pump,I Love It,71,75,11,2018-12-01
75,Dean Lewis,Be Alright,81,76,4,2018-12-01
76,Russell Dickerson,Blue Tacoma,76,77,14,2018-12-01
77,Metro Boomin Featuring 21 Savage,Don't Come Out The House,63,78,3,2018-12-01
78,Anuel AA & Romeo Santos,Ella Quiere Beber,86,79,3,2018-12-01
79,Billie Eilish & Khalid,Lovely,0,80,6,2018-12-01
80,Kodak Black,Take One,0,81,1,2018-12-01
81,Camila Cabello,Consequences,83,82,3,2018-12-01
82,Daniel Caesar Featuring H.E.R.,Best Part,84,83,18,2018-12-01
83,Lil Peep & XXXTENTACION,Falling Down,72,84,10,2018-12-01
84,6ix9ine Featuring Bobby Shmurda,STOOPID,88,85,7,2018-12-01
85,Quavo,W O R K I N  M E,82,86,15,2018-12-01
86,Thomas Rhett,Sixteen,91,87,2,2018-12-01
87,Dustin Lynch,Good Girl,93,88,2,2018-12-01
88,Eminem Featuring Joyner Lucas,Lucky You,92,89,12,2018-12-01
89,Kip Moore,Last Shot,95,90,2,2018-12-01
90,Lil Wayne Featuring Kendrick Lamar,Mona Lisa,87,91,8,2018-12-01
91,City Girls Featuring Cardi B,Twerk,0,92,1,2018-12-01
92,Lil Mosey,Noticed,90,93,9,2018-12-01
93,Silk City x Dua Lipa,Electricity,0,94,5,2018-12-01
94,Eric Church,Desperate Man,94,95,15,2018-12-01
95,Chris Stapleton,Millionaire,96,96,2,2018-12-01
96,Billie Eilish,Ocean Eyes,0,97,1,2018-12-01
97,Ellie Goulding X Diplo Featuring Swae Lee,Close To Me,0,98,1,2018-12-01
98,Jason Aldean,Girl Like You,0,99,1,2018-12-01
99,AJR,Burn The House Down,0,100,1,2018-12-01
0,Ariana Grande,"Thank U, Next",1,1,2,2018-11-24
1,Travis Scott,Sicko Mode,3,2,15,2018-11-24
2,Marshmello & Bastille,Happier,4,3,13,2018-11-24
3,Halsey,Without Me,6,4,6,2018-11-24
4,Maroon 5 Featuring Cardi B,Girls Like You,2,5,25,2018-11-24
5,Juice WRLD,Lucid Dreams,5,6,27,2018-11-24
6,Sheck Wes,Mo Bamba,9,7,12,2018-11-24
7,Panic! At The Disco,High Hopes,12,8,15,2018-11-24
8,Kodak Black Featuring Travis Scott & Offset,ZEZE,8,9,5,2018-11-24
9,Lil Baby & Gunna,Drip Too Hard,10,10,9,2018-11-24
10,Post Malone,Better Now,7,11,29,2018-11-24
11,5 Seconds Of Summer,Youngblood,11,12,24,2018-11-24
12,Imagine Dragons,Natural,15,13,17,2018-11-24
13,Ariana Grande,Breathin,21,14,13,2018-11-24
14,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,16,15,7,2018-11-24
15,XXXTENTACION,BAD!,0,16,1,2018-11-24
16,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,14,17,9,2018-11-24
17,Ella Mai,Trip,17,18,15,2018-11-24
18,Bad Bunny Featuring Drake,MIA,19,19,5,2018-11-24
19,Khalid & Normani,Love Lies,13,20,39,2018-11-24
20,"benny blanco, Halsey & Khalid",Eastside,18,21,18,2018-11-24
21,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),23,22,4,2018-11-24
22,Ariana Grande,God Is A Woman,20,23,18,2018-11-24
23,Lady Gaga & Bradley Cooper,Shallow,22,24,7,2018-11-24
24,Cardi B,Money,24,25,4,2018-11-24
25,"Cardi B, Bad Bunny & J Balvin",I Like It,25,26,32,2018-11-24
26,Tyga Featuring Offset,Taste,26,27,25,2018-11-24
27,Kane Brown,Lose It,53,28,18,2018-11-24
28,Drake,In My Feelings,27,29,20,2018-11-24
29,Lil Baby & Drake,Yes Indeed,30,30,27,2018-11-24
30,lovelytheband,Broken,29,31,18,2018-11-24
31,Bazzi Featuring Camila Cabello,Beautiful,32,32,15,2018-11-24
32,Drake,Nonstop,28,33,20,2018-11-24
33,Lil Wayne,Uproar,34,34,7,2018-11-24
34,Luke Combs,She Got The Best Of Me,39,35,14,2018-11-24
35,Dan + Shay,Tequila,43,36,36,2018-11-24
36,Flipp Dinero,Leave Me Alone,41,37,9,2018-11-24
37,Dan + Shay,Speechless,45,38,10,2018-11-24
38,Cardi B Featuring Kehlani,Ring,36,39,17,2018-11-24
39,Queen,Bohemian Rhapsody,33,40,43,2018-11-24
40,Lauv,I Like Me Better,37,41,40,2018-11-24
41,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,31,42,17,2018-11-24
42,Ella Mai,Boo'd Up,40,43,33,2018-11-24
43,Juice WRLD,Armed And Dangerous,0,44,1,2018-11-24
44,XXXTENTACION,Sad!,46,45,37,2018-11-24
45,Jimmie Allen,Best Shot,50,46,9,2018-11-24
46,Bebe Rexha,I'm A Mess,35,47,18,2018-11-24
47,Post Malone Featuring Ty Dolla $ign,Psycho,48,48,38,2018-11-24
48,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",Big Bank,44,49,24,2018-11-24
49,NF,Lie,54,50,16,2018-11-24
50,Khalid,Better,55,51,9,2018-11-24
51,Trippie Redd,Topanga,90,52,3,2018-11-24
52,Shawn Mendes X Zedd,Lost In Japan,52,53,8,2018-11-24
53,Mitchell Tenpenny,Drunk Me,58,54,14,2018-11-24
54,Trippie Redd Featuring Juice WRLD,1400 / 999 Freestyle,0,55,1,2018-11-24
55,Metro Boomin Featuring 21 Savage,10 Freaky Girls,42,56,2,2018-11-24
56,Meek Mill Featuring Jeremih & PnB Rock,Dangerous,66,57,13,2018-11-24
57,Lil Baby,Close Friends,59,58,6,2018-11-24
58,Billie Eilish,When The Party's Over,67,59,4,2018-11-24
59,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You,56,60,3,2018-11-24
60,Yella Beezy,That's On Me,57,61,16,2018-11-24
61,Lil' Duval Featuring Snoop Dogg & Ball Greezy,Smile (Living My Best Life),61,62,12,2018-11-24
62,Metro Boomin Featuring 21 Savage,Don't Come Out The House,38,63,2,2018-11-24
63,Lauren Daigle,You Say,70,64,18,2018-11-24
64,Future & Juice WRLD,Fine China,64,65,4,2018-11-24
65,Metro Boomin Featuring Gunna,Space Cadet,51,66,2,2018-11-24
66,Chris Young,Hangin' On,65,67,11,2018-11-24
67,Maren Morris,Rich,71,68,6,2018-11-24
68,French Montana Featuring Drake,No Stylist,73,69,8,2018-11-24
69,Lil Baby & Gunna Featuring Drake,Never Recover,69,70,6,2018-11-24
70,Kanye West & Lil Pump,I Love It,60,71,10,2018-11-24
71,Lil Peep & XXXTENTACION,Falling Down,78,72,9,2018-11-24
72,Trippie Redd,Love Scars 3,0,73,1,2018-11-24
73,Pardison Fontaine Featuring Cardi B,Backin' It Up,77,74,5,2018-11-24
74,Dierks Bentley Featuring Brothers Osborne,Burning Man,92,75,4,2018-11-24
75,Russell Dickerson,Blue Tacoma,74,76,13,2018-11-24
76,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,95,77,5,2018-11-24
77,Tyga & Nicki Minaj,Dip,63,78,3,2018-11-24
78,Imagine Dragons,Bad Liar,0,79,1,2018-11-24
79,Tory Lanez & Rich The Kid,Talk To Me,83,80,3,2018-11-24
80,Dean Lewis,Be Alright,89,81,3,2018-11-24
81,Quavo,W O R K I N  M E,75,82,14,2018-11-24
82,Camila Cabello,Consequences,97,83,2,2018-11-24
83,Daniel Caesar Featuring H.E.R.,Best Part,84,84,17,2018-11-24
84,Lady Gaga,Always Remember Us This Way,81,85,6,2018-11-24
85,Anuel AA & Romeo Santos,Ella Quiere Beber,86,86,2,2018-11-24
86,Lil Wayne Featuring Kendrick Lamar,Mona Lisa,82,87,7,2018-11-24
87,6ix9ine Featuring Bobby Shmurda,STOOPID,80,88,6,2018-11-24
88,Trippie Redd Featuring Kodie Shane,Negative Energy,0,89,1,2018-11-24
89,Lil Mosey,Noticed,91,90,8,2018-11-24
90,Thomas Rhett,Sixteen,0,91,1,2018-11-24
91,Eminem Featuring Joyner Lucas,Lucky You,93,92,11,2018-11-24
92,Dustin Lynch,Good Girl,0,93,1,2018-11-24
93,Eric Church,Desperate Man,0,94,14,2018-11-24
94,Kip Moore,Last Shot,0,95,1,2018-11-24
95,Chris Stapleton,Millionaire,0,96,1,2018-11-24
96,Lady Gaga,I'll Never Love Again,85,97,6,2018-11-24
97,Trippie Redd,Toxic Waste,0,98,1,2018-11-24
98,Bryce Vine,Drew Barrymore,76,99,14,2018-11-24
99,Tiesto & Dzeko Featuring Preme & Post Malone,Jackie Chan,87,100,19,2018-11-24
0,Ariana Grande,"Thank U, Next",0,1,1,2018-11-17
1,Maroon 5 Featuring Cardi B,Girls Like You,1,2,24,2018-11-17
2,Travis Scott,Sicko Mode,2,3,14,2018-11-17
3,Marshmello & Bastille,Happier,3,4,12,2018-11-17
4,Juice WRLD,Lucid Dreams,4,5,26,2018-11-17
5,Halsey,Without Me,9,6,5,2018-11-17
6,Post Malone,Better Now,5,7,28,2018-11-17
7,Kodak Black Featuring Travis Scott & Offset,ZEZE,6,8,4,2018-11-17
8,Sheck Wes,Mo Bamba,10,9,11,2018-11-17
9,Lil Baby & Gunna,Drip Too Hard,8,10,8,2018-11-17
10,5 Seconds Of Summer,Youngblood,7,11,23,2018-11-17
11,Panic! At The Disco,High Hopes,11,12,14,2018-11-17
12,Khalid & Normani,Love Lies,12,13,38,2018-11-17
13,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,26,14,8,2018-11-17
14,Imagine Dragons,Natural,14,15,16,2018-11-17
15,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,16,16,6,2018-11-17
16,Ella Mai,Trip,17,17,14,2018-11-17
17,"benny blanco, Halsey & Khalid",Eastside,18,18,17,2018-11-17
18,Bad Bunny Featuring Drake,MIA,15,19,4,2018-11-17
19,Ariana Grande,God Is A Woman,20,20,17,2018-11-17
20,Ariana Grande,Breathin,32,21,12,2018-11-17
21,Lady Gaga & Bradley Cooper,Shallow,21,22,6,2018-11-17
22,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),24,23,3,2018-11-17
23,Cardi B,Money,13,24,3,2018-11-17
24,"Cardi B, Bad Bunny & J Balvin",I Like It,19,25,31,2018-11-17
25,Tyga Featuring Offset,Taste,22,26,24,2018-11-17
26,Drake,In My Feelings,23,27,19,2018-11-17
27,Drake,Nonstop,25,28,19,2018-11-17
28,lovelytheband,Broken,29,29,17,2018-11-17
29,Lil Baby & Drake,Yes Indeed,30,30,26,2018-11-17
30,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,27,31,16,2018-11-17
31,Bazzi Featuring Camila Cabello,Beautiful,33,32,14,2018-11-17
32,Queen,Bohemian Rhapsody,0,33,42,2018-11-17
33,Lil Wayne,Uproar,36,34,6,2018-11-17
34,Bebe Rexha,I'm A Mess,39,35,17,2018-11-17
35,Cardi B Featuring Kehlani,Ring,40,36,16,2018-11-17
36,Lauv,I Like Me Better,38,37,39,2018-11-17
37,Metro Boomin Featuring 21 Savage,Don't Come Out The House,0,38,1,2018-11-17
38,Luke Combs,She Got The Best Of Me,37,39,13,2018-11-17
39,Ella Mai,Boo'd Up,41,40,32,2018-11-17
40,Flipp Dinero,Leave Me Alone,55,41,8,2018-11-17
41,Metro Boomin Featuring 21 Savage,10 Freaky Girls,0,42,1,2018-11-17
42,Dan + Shay,Tequila,45,43,35,2018-11-17
43,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",Big Bank,34,44,23,2018-11-17
44,Dan + Shay,Speechless,50,45,9,2018-11-17
45,XXXTENTACION,Sad!,42,46,36,2018-11-17
46,Selena Gomez,Back To You,35,47,26,2018-11-17
47,Post Malone Featuring Ty Dolla $ign,Psycho,44,48,37,2018-11-17
48,Taylor Swift,Delicate,43,49,35,2018-11-17
49,Jimmie Allen,Best Shot,53,50,8,2018-11-17
50,Metro Boomin Featuring Gunna,Space Cadet,0,51,1,2018-11-17
51,Shawn Mendes X Zedd,Lost In Japan,48,52,7,2018-11-17
52,Kane Brown,Lose It,59,53,17,2018-11-17
53,NF,Lie,52,54,15,2018-11-17
54,Khalid,Better,56,55,8,2018-11-17
55,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You,28,56,2,2018-11-17
56,Yella Beezy,That's On Me,62,57,15,2018-11-17
57,Mitchell Tenpenny,Drunk Me,61,58,13,2018-11-17
58,Lil Baby,Close Friends,51,59,5,2018-11-17
59,Kanye West & Lil Pump,I Love It,47,60,9,2018-11-17
60,Lil' Duval Featuring Snoop Dogg & Ball Greezy,Smile (Living My Best Life),57,61,11,2018-11-17
61,Metro Boomin Featuring Travis Scott,Overdue,0,62,1,2018-11-17
62,Tyga & Nicki Minaj,Dip,83,63,2,2018-11-17
63,Future & Juice WRLD,Fine China,49,64,3,2018-11-17
64,Chris Young,Hangin' On,63,65,10,2018-11-17
65,Meek Mill Featuring Jeremih & PnB Rock,Dangerous,64,66,12,2018-11-17
66,Billie Eilish,When The Party's Over,58,67,3,2018-11-17
67,TakeOff,Last Memory,54,68,2,2018-11-17
68,Lil Baby & Gunna Featuring Drake,Never Recover,60,69,5,2018-11-17
69,Lauren Daigle,You Say,67,70,17,2018-11-17
70,Maren Morris,Rich,77,71,5,2018-11-17
71,Metro Boomin Featuring Swae Lee & Travis Scott,Dreamcatcher,0,72,1,2018-11-17
72,French Montana Featuring Drake,No Stylist,73,73,7,2018-11-17
73,Russell Dickerson,Blue Tacoma,71,74,12,2018-11-17
74,Quavo,W O R K I N  M E,68,75,13,2018-11-17
75,Bryce Vine,Drew Barrymore,66,76,13,2018-11-17
76,Pardison Fontaine Featuring Cardi B,Backin' It Up,81,77,4,2018-11-17
77,Lil Peep & XXXTENTACION,Falling Down,75,78,8,2018-11-17
78,"Metro Boomin Featuring Travis Scott, Kodak Black & 21 Savage",No More,0,79,1,2018-11-17
79,6ix9ine Featuring Bobby Shmurda,STOOPID,65,80,5,2018-11-17
80,Lady Gaga,Always Remember Us This Way,74,81,5,2018-11-17
81,Lil Wayne Featuring Kendrick Lamar,Mona Lisa,70,82,6,2018-11-17
82,Tory Lanez & Rich The Kid,Talk To Me,76,83,2,2018-11-17
83,Daniel Caesar Featuring H.E.R.,Best Part,84,84,16,2018-11-17
84,Lady Gaga,I'll Never Love Again,72,85,5,2018-11-17
85,Anuel AA & Romeo Santos,Ella Quiere Beber,0,86,1,2018-11-17
86,Tiesto & Dzeko Featuring Preme & Post Malone,Jackie Chan,69,87,18,2018-11-17
87,Calvin Harris & Sam Smith,Promises,86,88,12,2018-11-17
88,Dean Lewis,Be Alright,94,89,2,2018-11-17
89,Trippie Redd,Topanga,80,90,2,2018-11-17
90,Lil Mosey,Noticed,82,91,7,2018-11-17
91,Dierks Bentley Featuring Brothers Osborne,Burning Man,91,92,3,2018-11-17
92,Eminem Featuring Joyner Lucas,Lucky You,85,93,10,2018-11-17
93,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",No Brainer,78,94,15,2018-11-17
94,The Chainsmokers Featuring Kelsea Ballerini,This Feeling,98,95,4,2018-11-17
95,Old Dominion,Hotel Key,87,96,19,2018-11-17
96,Camila Cabello,Consequences,0,97,1,2018-11-17
97,Eminem,Killshot,88,98,8,2018-11-17
98,TakeOff,Casper,0,99,1,2018-11-17
99,Metro Boomin Featuring Travis Scott & Young Thug,Up To Something,0,100,1,2018-11-17
0,Maroon 5 Featuring Cardi B,Girls Like You,1,1,23,2018-11-10
1,Travis Scott,Sicko Mode,2,2,13,2018-11-10
2,Marshmello & Bastille,Happier,4,3,11,2018-11-10
3,Juice WRLD,Lucid Dreams,3,4,25,2018-11-10
4,Post Malone,Better Now,5,5,27,2018-11-10
5,Kodak Black Featuring Travis Scott & Offset,ZEZE,6,6,3,2018-11-10
6,5 Seconds Of Summer,Youngblood,7,7,22,2018-11-10
7,Lil Baby & Gunna,Drip Too Hard,8,8,7,2018-11-10
8,Halsey,Without Me,12,9,4,2018-11-10
9,Sheck Wes,Mo Bamba,16,10,10,2018-11-10
10,Panic! At The Disco,High Hopes,21,11,13,2018-11-10
11,Khalid & Normani,Love Lies,10,12,37,2018-11-10
12,Cardi B,Money,54,13,2,2018-11-10
13,Imagine Dragons,Natural,15,14,15,2018-11-10
14,Bad Bunny Featuring Drake,MIA,13,15,3,2018-11-10
15,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",Taki Taki,11,16,5,2018-11-10
16,Ella Mai,Trip,18,17,13,2018-11-10
17,"benny blanco, Halsey & Khalid",Eastside,20,18,16,2018-11-10
18,"Cardi B, Bad Bunny & J Balvin",I Like It,17,19,30,2018-11-10
19,Ariana Grande,God Is A Woman,24,20,16,2018-11-10
20,Lady Gaga & Bradley Cooper,Shallow,14,21,5,2018-11-10
21,Tyga Featuring Offset,Taste,19,22,23,2018-11-10
22,Drake,In My Feelings,23,23,18,2018-11-10
23,Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse),9,24,2,2018-11-10
24,Drake,Nonstop,22,25,18,2018-11-10
25,Gucci Mane X Bruno Mars X Kodak Black,Wake Up In The Sky,39,26,7,2018-11-10
26,6ix9ine Featuring Nicki Minaj & Murda Beatz,FEFE,25,27,15,2018-11-10
27,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,Arms Around You,0,28,1,2018-11-10
28,lovelytheband,Broken,30,29,16,2018-11-10
29,Lil Baby & Drake,Yes Indeed,27,30,25,2018-11-10
30,Michael Jackson,Thriller,0,31,18,2018-11-10
31,Ariana Grande,Breathin,41,32,11,2018-11-10
32,Bazzi Featuring Camila Cabello,Beautiful,31,33,13,2018-11-10
33,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",Big Bank,29,34,22,2018-11-10
34,Selena Gomez,Back To You,28,35,25,2018-11-10
35,Lil Wayne,Uproar,33,36,5,2018-11-10
36,Luke Combs,She Got The Best Of Me,37,37,12,2018-11-10
37,Lauv,I Like Me Better,40,38,38,2018-11-10
38,Bebe Rexha,I'm A Mess,36,39,16,2018-11-10
39,Cardi B Featuring Kehlani,Ring,45,40,15,2018-11-10
40,Ella Mai,Boo'd Up,32,41,31,2018-11-10
41,XXXTENTACION,Sad!,43,42,35,2018-11-10
42,Taylor Swift,Delicate,38,43,34,2018-11-10
43,Post Malone Featuring Ty Dolla $ign,Psycho,44,44,36,2018-11-10
44,Dan + Shay,Tequila,46,45,34,2018-11-10
45,"Zedd, Maren Morris & Grey",The Middle,47,46,40,2018-11-10
46,Kanye West & Lil Pump,I Love It,35,47,8,2018-11-10
47,Shawn Mendes X Zedd,Lost In Japan,62,48,6,2018-11-10
48,Future & Juice WRLD,Fine China,26,49,2,2018-11-10
49,Dan + Shay,Speechless,52,50,8,2018-11-10
50,Lil Baby,Close Friends,42,51,4,2018-11-10
51,NF,Lie,51,52,14,2018-11-10
52,Jimmie Allen,Best Shot,61,53,7,2018-11-10
53,TakeOff,Last Memory,0,54,1,2018-11-10
54,Flipp Dinero,Leave Me Alone,53,55,7,2018-11-10
55,Khalid,Better,34,56,7,2018-11-10
56,Lil' Duval Featuring Snoop Dogg & Ball Greezy,Smile (Living My Best Life),58,57,10,2018-11-10
57,Billie Eilish,When The Party's Over,65,58,2,2018-11-10
58,Kane Brown,Lose It,56,59,16,2018-11-10
59,Lil Baby & Gunna Featuring Drake,Never Recover,49,60,4,2018-11-10
60,Mitchell Tenpenny,Drunk Me,63,61,12,2018-11-10
61,Yella Beezy,That's On Me,86,62,14,2018-11-10
62,Chris Young,Hangin' On,71,63,9,2018-11-10
63,Meek Mill Featuring Jeremih & PnB Rock,Dangerous,69,64,11,2018-11-10
64,6ix9ine Featuring Bobby Shmurda,STOOPID,48,65,4,2018-11-10
65,Bryce Vine,Drew Barrymore,64,66,12,2018-11-10
66,Lauren Daigle,You Say,75,67,16,2018-11-10
67,Quavo,W O R K I N  M E,59,68,12,2018-11-10
68,Tiesto & Dzeko Featuring Preme & Post Malone,Jackie Chan,60,69,17,2018-11-10
69,Lil Wayne Featuring Kendrick Lamar,Mona Lisa,55,70,5,2018-11-10
70,Russell Dickerson,Blue Tacoma,70,71,11,2018-11-10
71,Lady Gaga,I'll Never Love Again,67,72,4,2018-11-10
72,French Montana Featuring Drake,No Stylist,68,73,6,2018-11-10
73,Lady Gaga,Always Remember Us This Way,57,74,4,2018-11-10
74,Lil Peep & XXXTENTACION,Falling Down,66,75,7,2018-11-10
75,Tory Lanez & Rich The Kid,Talk To Me,0,76,1,2018-11-10
76,Maren Morris,Rich,81,77,4,2018-11-10
